utt	filename	text
1037_2420_29890	1037_2420_29890.wav	金刚米线应该是我读书的时候最喜欢吃的米线之一泡椒鹅掌真的是我的最爱所以那一会儿啊就带起我的大胃王朋友来回味哈麻烦我要一个泡椒蹄花加鹅掌加肥肠加牛肉加猪肝加肉丸子加梅林午餐肉加豆皮等等的加那么多干嘛呢点一个泡椒猪蹄和一个酸萝卜鹅掌就可以了呀他们家米线可是无限量加你还怕吃不饱那个大胃王吗要两个米线
1039_0_5990	1039_0_5990.wav	都说喝椰青可以减肥那么我用一到一点五个椰青组成的满满椰子当晚饭应该也不得胖吧
1039_6270_25030	1039_6270_25030.wav	椰汁水椰汁肉椰奶这一杯里头什么都有最下面还放了芒果椰奶冻一杯喝完只想大吼一声真的很好喝哦耶但重庆那个天我觉得喝冰茶更舒服毕竟它更冰更没得热量啊听说他们家还有个毕业大厦你们觉得我那个也可以带几等奖呀
103_0_30000	103_0_30000.wav	哇塞说来是江津花样最多的烤肉店真的不夸张肥肠竟然包起榴莲一起烤抽上加臭的快乐一口下去好神奇油条不配豆浆包起麻子外脆里糯的口感我一口都爱上了还有酒杯装的八爪鱼烤棉花糖冰淇淋碳烤麻薯红烧烤榴莲芝士玉米焗南瓜三种口味的奶盖丸子各种甜品小吃不仅颜值高味道也很棒当然他们家的烤肉也是性价比高品质又好的像那个一头牛自产一公斤的至尊牛横膈膜外面烤肉店一般都要七八十在他们家第一份也都三十九整体人
103_30000_33070	103_30000_33070.wav	整体人均吃下来就几十块江津的朋友真的太幸福了
1040_30090_33880	1040_30090_33880.wav	公交车一座吃安逸了钱也没有花好多可以开开心心回
1040_90_30090	1040_90_30090.wav	沙坪坝步行街竟然还能吃到人均二三十的中餐环境不是那种小门面儿哦连开放式的厨房都那么大现煮的锅边馍也太香了吧上边焦脆下边软绵我觉得我一个人都能吃下一整份儿超大一份儿的彩虹排骨肉实在看到绝对走不动路特色花椒鱼一勺热油下去整个世界都充满了香气鱼肉也是超级嫩的特色八骨肉啃起来也是超香的还有蒜泥白肉销魂鸭掌双椒鸡
1041_0_30000	1041_0_30000.wav	终于让我找到可以让我生蚝自由的地方了三块三一个的生蚝现开现洗现弄可以蒜蓉烤可以高压锅蒸竟然还可以生吃每种吃法都来上一打也才一百多点儿手掌大的海螺吃过吗清蒸红用签签儿掏出来好大一块肉啊蘸上调料一口住嘴那满足绝对无与伦比如果喜欢吃辣还可以把海螺拿来爆炒哦辣辣的还很有嚼劲儿还有各种烤扇贝烤鲍鱼烤天鹅蛋川式香辣蟹香辣虾海鲜粥烤
1041_30000_32910	1041_30000_32910.wav	每天做烤串都是好吃不贵现在你饿了吗
1043_0_5640	1043_0_5640.wav	挖西瓜挖重庆西瓜我喜欢重庆西瓜
1043_8710_13010	1043_8710_13010.wav	哇冰棍儿哇重庆冰棍儿重庆冰棍儿我也最爱
1045_0_5760	1045_0_5760.wav	售票处铁匠铺竟然还有小卖部记得小的时候最喜欢吃那些零食了
1045_8190_10240	1045_8190_10240.wav	不要钱免费吃
104_0_28560	104_0_28560.wav	老板我要个铁锅羊排炖甲鱼好的八十九一个怎么那么香呢来吃的不是街坊邻居就是学生娃儿的卖不了我心头过意不去能赚点儿生活费就行啦就是说回龙湾附近喜欢吃羊肉的那家店千万不要错过他家抖音团购八十九就可以吃到一个有两斤带皮滩羊羊肉一只甲鱼八个配菜的铁锅羊排炖甲鱼羊排都是炖的很软烂的那种吃起麻辣鲜香连膻味儿都没得还有各种羊肉系列味道也都很不错哈
1056_39940_44490	1056_39940_44490.wav	SAY BOY LET'S NOT TALK TOO MUCH GRAB ON MY WAIST AND PUT THAT
1056_45530_55340	1056_45530_55340.wav	HE'S LOVING THE MAGIC MIUM HE'S GETTING LITTLE LUMBO DON'T CRY LIKE HEAVEN WHEN YOU'RE MISSING BODY SHINING别忘记你好一点哈她的每天
1056_9940_39940	1056_9940_39940.wav	THE CLUB ISN'T THE BEST PLACE TO FIND A LOVER SO THE BAR IS WHERE I GO BABY AND MY FRIENDS AT THE TABLE DOING SHOTS DRINKING FAST AND THEN WE TALK SLOW COME OVER AND START A CONVERSATION WITH JUST ME AND TRUST ME I CAN'T STOP TRUST ME I'VE BEEN A NASTY GIRL NASTY AH BUT THEN A MAN ON THE JUKEBOX AND THEN WE START TO DANCE AND NOW I'M SINGING LIKE GIRL YOU KNOW I WANT YOUR LOVE YOUR LOVE WAS HANDMADE FOR SOMEBODY LIKE ME COME ON NOW FOLLOW MY LEAD I MAY BE CRAZY DON'T MIND ME SAY
1057_17920_20390	1057_17920_20390.wav	这是你的高冷的微笑
1066_220_4260	1066_220_4260.wav	冒着大雨到时代天街打卡王俊凯爹妈的奶茶店
1066_4540_12100	1066_4540_12100.wav	结果他们家关门儿了但是外面还有好多粉丝啊还有托起行李来的据说是真该等正式开业大家最近
1067_0_30000	1067_0_30000.wav	哇塞现在吃个火锅还要按门啊打开都是江景洋气在 IFS买不起的香奈儿却吃得起呀居然还要撒金箔也太奢侈了吧连杯子都是富士山的形状碗筷更是精致的两百多一副环境碗筷精致菜品更精致竟然都要撒金箔瞬间觉得自己的嘴都高贵起来了比巴掌还要大的阿根廷红虾空运过来的蟹柳烫个几秒就好了传统的毛肚因为金箔也变得不一样吃起更加的爽脆弹牙别个虾滑加鱼子他们虾滑
1067_30000_37920	1067_30000_37920.wav	他们虾滑也加金箔竟然连汤圆都撒了金箔那妥妥的一顿金箔全席啊最后再来一碗蟹黄炒饭里头真的有蟹黄哦
1069_0_3970	1069_0_3970.wav	万万没想到今年的车厘子自由竟然是在自助餐的时间点吃个几斤
1072_0_6250	1072_0_6250.wav	吃遍重庆一百家小面第二十六家中华路银丝面你还记得二十几年前解放碑生下
1076_0_15330	1076_0_15330.wav	来到斯里兰卡才发现到这里我带的吃的呃是真的不多基本就是各种咖喱加米饭推荐大家来的时候多带点老干妈香菜和零食全程唯一让我记忆深刻的呢就两家一个是在他们这个乡村里吃的手抓饭有多原始大家已经看到了它这种形式我觉得还是很好
1076_15610_22600	1076_15610_22600.wav	好玩的基本盛好米饭选择好菜品之后就开始用水和平其实吃着还可以啦不过让我再多吃几块我是受不了的
1085_0_12800	1085_0_12800.wav	重庆周家牛排火锅儿竟然藏在一个菜市场边边的巷口儿确实有点儿不好找哦还好我方向里的路感一直都很好哦锅底里头竟然还要送鹌鹑蛋豆腐和牛肚儿人少就再也不用点那几个菜了
1085_13170_29030	1085_13170_29030.wav	店里的招牌牦牛排骨竟然还要限量四个人以下只能点一份儿五个人以上只能点两份儿这让我那种肉食爱好者怎么办呐特别是那个牛排煮了火锅之后又趴又香又带感不够吃啊只有再多吃点
1096_60_8010	1096_60_8010.wav	吃遍重庆一百家小面第二十四家舟山老面馆儿这家店儿是曾经某一年五十强小面的第一名我也不晓得是哪
1106_0_20530	1106_0_20530.wav	吃遍重庆一百家小面第二十三家小红面馆儿虽然路南环境难但那家店儿的生意依然很好就挨到我之前推荐的芝麻小面旁边点了一碗猪肝面猪肝都是现炒的然后自己可以加韭菜或者葱花儿十一块钱一碗的那个猪肝儿分量真的很足了味道也确实不错吃起很嫩很
1111_0_16450	1111_0_16450.wav	烂蓬蓬下面总有好味道儿那家店儿的土鸡鱼都是现称现弄的酸萝卜泡椒都是各种骨头汤汤儿泡的还都在店门口名单给你炒作料那个锅上桌之后还要小火熬十五分钟才能倒鱼他们倒鱼那个机器真的有点儿洋气哦好科学哟
1111_16730_19120	1111_16730_19120.wav	基本煮个七八分钟鱼都可以吃了
1111_19470_22500	1111_19470_22500.wav	佐料大切先吃他们那个土鲫鱼
1111_22800_27240	1111_22800_27240.wav	鱼肉细嫩鲜美那个里头真的好多汁哦
1111_27690_35990	1111_27690_35990.wav	不喜欢你吃都来点儿黄辣丁儿肉质也很鲜嫩他们那个锅底哈最神奇的是还可以烫泡饭巨好吃下点儿酸萝卜刚刚好
1111_36480_44750	1111_36480_44750.wav	一个鱼没吃够都再来一个椒麻味儿的这种上下两个大锅一起吃真的有点儿稀奇哦但感觉还是泡菜味儿更好吃
1128_140_12420	1128_140_12420.wav	解放碑新开了一家火锅有点儿好耍别个都是卖鹅肠卖了好多的他们家是专业批发鹅肠批发了三十年因为是搞批发的所以分量都比较足嘛对于那种鹅肠我果然喜欢下面吃啊
1129_0_25300	1129_0_25300.wav	吃遍重庆一百家小面第十七家延昌老面馆儿这是家在丹芝市开了二十多年的老店儿只营业半天每天生意都很好都是第一次来有点儿看不懂菜单儿美女那个腰托腰我晓得是啥子腰托二腰托三啥子啊腰托二都是一辆超出二两面三都是三两面哦那腰托要加杠啥子啊要加杠的话都加牛肉哦那清一色是不是就是清汤小面了哦不是清一色就是一般辣
1129_26190_31510	1129_26190_31510.wav	行了行了我都不要搞复杂了来个腰托要加杠这是一两面一两抄手加牛肉哈
1129_31860_36320	1129_31860_36320.wav	牛肉坨坨还是有那么大块儿超市的话是他们现包的
1130_0_17310	1130_0_17310.wav	顺道那些老城门走下去啥子那么是个车库啊哦不对不对旁边还有家店儿呢真的还有那么多人来吃现在是不是会冒点儿烟都要自称自己是神仙脆鱼不过吃起口感真的非常脆是我喜欢的那个颜色很好看的其实是烤鱼片儿
1130_17620_39940	1130_17620_39940.wav	也很脆我好想知道老板儿到底用的啥子鱼哟以后再有人说鱼香肉丝里头没鱼你们都把那盘儿菜扔给他蒸鱼肉做的鱼香肉丝真的牛逼了老板儿竟然跟我说那个伤心豆腐很多人吃了都辣的遭不住但是我真的没觉得好辣是因为我吃的时候不够伤心吗羞羞的大侠那个名字真的是搞了半天都是帮虾壳壳给剥了哟行嘛也做至少我不用剥
113_0_29750	113_0_29750.wav	在我们这里吃烤全羊二十多一只的钟薛高几十一斤的水果羊肉弄弄卤菜寿司甜品素菜通通都是免费吃天冷了我在渝北大龙山找到一个吃烤全羊的好地方他们家都是用的活的鄂尔多斯细毛羊现杀现烤那个羊可是比内蒙雪山羊还好吃的存在而且一只烤全羊不仅包含羊杂羊血羊肝连羊脑壳和羊蹄都要全部给你还有各种可以免费不限量吃的好东西连钟薛高都有二十一人吃几只雪糕都把羊纸钱吃回来了哟
1144_23110_27030	1144_23110_27030.wav	哎呀那个小龙虾好贵哟等会儿再给你来十份儿面
1144_3630_15660	1144_3630_15660.wav	多上一千只小龙虾嘛一千只啊明年的前提是一千只嘛对呀不不不不不不要不要不要一百只就够了一百只小龙虾的季节终于又来了每次和我大胃王朋友来这种店我都有点心惊胆战
1145_0_3730	1145_0_3730.wav	九块钱买不了吃亏买不了上当但是你可以买一份鸭肠
1145_19900_23900	1145_19900_23900.wav	那个麻辣牛肉是不是太大块儿了锅底本来就辣加上那个哎真
1145_4010_8080	1145_4010_8080.wav	好好的享受下面的快感怪不得大中午那家人都那么多
1145_8620_19500	1145_8620_19500.wav	看来大家都不用上班儿扒鸡爪的扒呀是要用筷子来试验的确实够扒呀滑肉据说是这家店儿点单率极高的一道菜果然不错
1148_12380_16800	1148_12380_16800.wav	端上桌子后一看那个长得好像灌汤包啊
1148_170_11860	1148_170_11860.wav	那家店儿据说是北贝最好吃的蒸饺赶了个大早店儿头人还不多但是那份蒸饺依然还是要等十几分钟不过都是现包现蒸的我都觉得诶可以等
1148_19000_23840	1148_19000_23840.wav	皮很薄轻轻一搓都烂了然后里头那个汤汁儿真的很多那个汁水儿
1148_24450_32530	1148_24450_32530.wav	佐料都靠自助吃起确实味道也还不错很鲜美价格也不贵一笼蒸饺加一碗稀饭十块钱
114_0_24040	114_0_24040.wav	老板那么大桌要几百哟哪有那么贵嘛那桌只要一百零八我在龙记广场发现一家吃羊肉的好地方在他们家只要一百零八都可以吃到一个烤羊排两份羊肉卷一份肥牛五个素菜各地摊位费油碟都是包完了的都是说的在其他家那个价格一个烤羊排都吃不到吧最近重庆降温那么凶在那边吃那么一份羊肉套餐人均也都二十多真的太划得来了
1155_0_15840	1155_0_15840.wav	今天儿带你们来吃一顿会喷火的铁板烧先给你们个方位展示一下也不要担心很安全只要你不犯傻把头伸进去是不会烧到你的一次性可以点很多个菜炒到一起吃太适合我了三片儿
115_10250_14390	115_10250_14390.wav	对我们是当天买的现做的早上做下午卖
115_14690_20710	115_14690_20710.wav	呃美女你试吃一下嘛我们这个福建厦门福州都天天都在排队的
115_21410_25420	115_21410_25420.wav	啊美女你要不要辣啊我要多放一点好了美女
115_230_2510	115_230_2510.wav	老板我要撸串李姐
115_25890_35440	115_25890_35440.wav	这个肉串千道吃比较好吃冷了味道就不一样煎炸出来的猪里脊真的好嫩辣椒还有点辣耶不过很巴适
115_7420_9680	115_7420_9680.wav	你们那个里脊肉是个人自己买
1161_0_25940	1161_0_25940.wav	你们说哈现在那个草莓哈那么一小盒还搞特价都要十块钱我还不如去草莓基地吃呢五十八块钱那片草莓园全是我的只要我胃口好吃它五百八没有问题边走边摘边吃感觉自己都变成了一个女皇帝喜欢谁就点谁我看上你了跟我走吧一路走走停停摘了又吃吃了又摘那样的生活才安逸嘛不过吃了还不能忘了他们家还有个活
1165_40_24080	1165_40_24080.wav	吃遍重庆一百家小面第十一家集美胡辣辣那家面馆胆子真的很大都开到公厕边边还说个人是重庆小面最后一名他们家的海椒真的是我见过最黑的看起都像煤炭一样老板会主动问你吃面的麻辣程度因为说他们家的海椒很辣端上来的时候看起真的很黑呀我从来没见过那么黑的面但神奇的是
1168_0_9320	1168_0_9320.wav	自从上次去了乐山耍我对他们豆腐脑念念不忘唉终于在重庆找到一家了他那个手法那个动作和我当时吃的那个豆腐脑还是有点儿像的
1168_16560_26800	1168_16560_26800.wav	那种满满当当的才能满足我想念的心情超多肉的看起都开心赶紧合起合起合转吃起和我在乐山吃的那个味道真的很像都是我肉好
1168_9600_16280	1168_9600_16280.wav	龙龙给我多倒点儿我觉得他们那个全家福里头的那个四份儿龙儿我都不够我又多加了一份儿即使也多加了嘞
116_0_28150	116_0_28150.wav	哇塞我相信和我一样的芋泥脑袋看到那些甜品都会走不动路吧关卡那家糕点小铺真的每次上新都能上到我的心坎儿上咸蛋黄麻薯芋泥虎皮方块儿真的我喜欢的它都有都那几样结合在一起它都不可能难吃啊香芋雪贝都是软乎乎的吃起奶香味儿还蛮重的重点是不会很甜不会腻芋泥奶酪球一口咬下去就是满满的芋泥和奶酪那种纯粹的快乐谁吃谁知道而且他们家还有抖音团购一次买一大袋都不得心疼钱贝儿啦
1173_110_3240	1173_110_3240.wav	排队吃火锅是不可能的那辈子都不可能的
1173_3520_9870	1173_3520_9870.wav	张彬彬才去吃了哦好吧我去我去还不行吗那家店大刀腰片毛
1177_4020_28490	1177_4020_28490.wav	看着密密麻麻的佐料丸儿就晓得他们家生意有多好了店儿头十几年来都只卖小面最多都让你加个蛋端个小板凳儿都在那个树边边吃那种吃饭的氛围呀还是比较好的他们家的配菜好像一直都是包包白但可能是因为我重口味儿吧我吃起他们家的小面感觉就很普通和在一些不知名的小面馆里头吃的面也没得啥子区别而且还要七块钱二两
1177_80_3740	1177_80_3740.wav	吃遍重庆一百家小面第八家板凳儿面庄
1178_34070_44590	1178_34070_44590.wav	下去不要再被我抢了虾滑浮起来之后再煮个两三分钟就可以吃了加了鱼籽的虾滑口感太棒了看我一口一口一哈儿都吃完了不过吃完也饱了
1178_4070_34070	1178_4070_34070.wav	造型也还怪上上的鹅肠的颜色也是粉嫩粉嫩的吃之前也还有讲究要先给它做个按摩然后再用剪刀把它剪一下毕竟两米多长的鹅肠烫起来还是很累的下锅涮个十几秒都可以吃了特别脆那个白珊珊的毛肚银边儿第一次吃和干油碟儿简直绝配折耳根拿来那么吃啊都那么生吃吗唉不对不对还是要烫一哈儿那个虾滑那么大一个呀不过只有一个赶紧下下去
1178_60_3770	1178_60_3770.wav	OH MY GOD那个鹅肠也太长了吧
117_0_24240	117_0_24240.wav	八十九一锅的铁锅羊排炖甲鱼全重庆你找不到第二家我竟然在龙头山吃到那么相应的铁锅羊排炖甲鱼抖音团购只要八十九一个里头有两斤带皮滩羊肉一只甲鱼一份儿羊血和八个素菜都是用的宁夏盐池滩羊啃起皮落落的肉还很有嚼劲儿还有烤羊腿烤羊排羊肉串儿羊蹄肚包肉那些真的是羊身上能吃到的那点儿都包完了呀
1185_140_7540	1185_140_7540.wav	吃遍重庆一百家小面第三家渝中附加面因为挨到消防队列所以又叫消防面
1185_7820_14680	1185_7820_14680.wav	他们家只有炸酱面和小面两种选择面条应该是特制的非常的粗炸酱也
118_0_25640	118_0_25640.wav	三十九一个的羊脑壳亏得把你们头发都没得了南平那家开了二十多年的烧烤大排档也吃到三十九一个的辣卤羊脑壳了卤的又糯又耙的羊脑壳羊耳羊眼羊脑羊舌都在啃起那才叫一个安逸五块一个的大闸蟹每个都是满满的蟹黄还可以不限量点来看到谁不迷糊啊还有烤羊腿烤羊排涮羊肉那些也都相当不错南平喜欢羊肉的朋友赶紧冲哟
