source_file,utt_or_id,filename,text,matched_terms,mandarin,pseudo_english_nllb
wsc_train_audio_text.tsv.gz,cq00003417_60750_76420,cq00003417_60750_76420.wav,只有高山牧场才能产出那种优质奶源重要的是零添加品质有保证喝的都是健康所以到底还有好多重庆人没有喝过添友酸奶啊天佑官方账号七月十六号七点半带大家云游高山牧场牧场,大家,只有高山牧场才能产出那种优质的奶源，关键是零添加品质有保障，喝的都是健康的。所以，为什么还有这么多重庆人没喝过添友酸奶呢？天佑官方账号在7月16号晚上七点半带大家一起云端游览高山牧场，牧场。,The key is to ensure zero added quality and healthy drinking. So why are there so many people in Chongqing who haven't had yogurt added?
wsc_train_audio_text.tsv.gz,cq00009774_266680_269190,cq00009774_266680_269190.wav,关键呢我给你们测试一下到底续航多少,你们 我,关键是我要给大家测试一下实际的续航能力有多少。,The key thing is that I'm going to give you a test of how much durability it actually has.
wsc_train_audio_text.tsv.gz,cq00004481_32440_36940,cq00004481_32440_36940.wav,热了再走吧二宝走一路去玩鸡毛我那技术拿技术,我,热了再去吧二宝，走着玩一会儿，我的技术还可以。,"It's hot, come on, baby, go play for a while, my technology can do it."
wsc_train_audio_text.tsv.gz,cq00001230_60080_68970,cq00001230_60080_68970.wav,在哪里找哦一找到我了就对了我儿豁关注点钱啊不关注的不卖给你哎呀傻哥老表诶代步连锁车里头找老表老表,你 我 哥,在哪里找呢？找到了我就对了，我儿别光顾着钱啊，不关注的就不卖给你。哎呀傻瓜，老表啊，在代步连锁店里找老表老表。,"Where did you find it? I was right, I don't pay attention to money, and I won't sell it to you. Wow, stupid, old watch, look for old watch in alternate chain stores."
wsc_train_audio_text.tsv.gz,cq00005388_34020_41920,cq00005388_34020_41920.wav,买豆花面是涪陵的啊涪陵开涪陵开哦你你你不是你不是那个的吧个哦,那个 你,买豆花面的是涪陵的啊，涪陵开涪陵开哦，你你你不是那个的吧？,"Is it not you, or you, who buy the peas?"
wsc_train_audio_text.tsv.gz,cq00006232_72440_74990,cq00006232_72440_74990.wav,到底造成火笔状就给他打了起来来,他,最终因为点火事情就打起来了,It's all about the fireworks.
wsc_train_audio_text.tsv.gz,cq00005930_111120_119420,cq00005930_111120_119420.wav,神秃秃的一天他那几个人指我啥子嘛点都不尊重人是噻你你干嘛你你你,那几个人 我 你 他,神秃秃的一天他那几个人指着我说什么啊，一点都不尊重人是吧？你干嘛呀你？,"One day, the other guy pointed at me and said, ""You don't have any respect for anybody, do you?"""
wsc_train_audio_text.tsv.gz,cq00014582_57830_65580,cq00014582_57830_65580.wav,太相亲了你们年轻人还相亲了很厉害不是那那不是应该我们那边儿人干的事儿吗那还是有,你们 我们,你们年轻人还经常相亲，这挺厉害的。本来应该是我们那个年龄段的人做的事情吧，现在年轻人也热衷于相亲了。,"It's great that you're still young, and that's what we should have done at that age, and now young people are eager to do it."
wsc_train_audio_text.tsv.gz,cq00015985_30000_40170,cq00015985_30000_40170.wav,选择我真的超喜欢那个高颜值的杯子每桌还会赠送一份波士顿龙虾这种性价比也太高了哈朋友们那种美食配美景一定要叫上你喜欢的人来告一下,那个 朋友 你 我,选择我真的超级喜欢那个高颜值的杯子，每桌还会赠送一份波士顿龙虾，这种性价比真的太高了。朋友们那种美食搭配美景，一定要叫上你喜欢的人一起来享受一下。,"Choosing a cup that I really like is super expensive, and each table will also give you a bottle of Boston Lobster, which is really expensive."
wsc_train_audio_text.tsv.gz,cq00019181_190490_192870,cq00019181_190490_192870.wav,好不好吃正常你说好吃不,你,好不好吃你自己说好吃不好啊？,You don't want to eat what you say is not good?
wsc_train_audio_text.tsv.gz,cq00008825_128140_134090,cq00008825_128140_134090.wav,好你好把那个煮了肚皮那个那个汤拿来煮煮个两三分钟,那个 你,你好你把那个煮了肚子的那个汤拿过来煮两三分钟。,You'd better take the pot that cooked the stomach and cook it for two or three minutes.
wsc_train_audio_text.tsv.gz,cq00019320_3560_30600,cq00019320_3560_30600.wav,今天中午又在哪去上了报告厅里面讲我哪里都没有赏那个龟儿讲我儿他非要给我打电话在我这儿来吃饭整的我硬是恼火的很都起码要三打三斤鱼鳅给他吃那个我看三斤鱼鳅啊你那里三斤鱼鳅去脑壳取内脏的嘛去脑壳去内脏你去跟别个摆你说你买菜油水多得很和别个我后边比你还干净主性价比最高的自助烤肉六十九一个人不限色不限量那家我是真的不晓得老板啷么赚钱难道来吃的都是些不爱吃肉的吗可惜老板遇上了我那个只爱吃肉还吃得的猪肋条黑胡椒猪肋条骰子牛肉烤猪儿肉烤小的还有各种嘎嘎沾上他们那个干点巴适惨他硬是吃了一盘又一盘根本就停不下来最后硬是吃了吃的心满意足了才留了点味吃了点水果甜品小吃太多血转,龟儿 他们 老板 那个 小的 个人 别个 你 我 他,今天中午又在哪里去了？报告厅里面讲我哪里都没有讲得像乌龟一样，讲我儿子非要给我打电话，在这里吃饭弄得我很生气。至少要三斤鱼鳅给他吃，我看三斤鱼鳅怎么处理呢？要去掉脑袋和内脏，再去处理给别人说你买的菜油水多得很，和别人比起来你更干净，性价比最高的是自助烤肉，六十块钱一个人不限种类不限量。那家我真的不知道老板怎么赚钱，难道来这里吃饭的都是不爱吃肉的人吗？可惜老板遇到了我，我只喜欢吃肉，特别是猪肋条、黑胡椒猪肋条、骰子牛肉、烤猪儿肉、烤小的，还有各种蘸料。他们那种烤肉太好了，他一直吃了一盘又一盘，根本停不下来，最后吃得心满意足了才留下一点味道，吃了点水果、甜品，小吃太多了，感觉有点撑。,"Where did you go again this afternoon? In the reporting room, I said that I didn't speak like a turtle anywhere, that my son shouldn't call me, and that eating here made me angry. At least give him three kilograms of fish soup, and I'll see what I can do about it."
wsc_train_audio_text.tsv.gz,cq00006269_93340_97440,cq00006269_93340_97440.wav,再次给它装满均匀让每坨兔肉都裹上红薯粉粉,它,再次把它均匀地裹上一层红薯粉，让每块兔肉都沾上粉。,"Once again, wrap it evenly over a layer of red chicken flour, so that each piece of chicken is rolled in powder."
wsc_train_audio_text.tsv.gz,cq00008793_85880_87900,cq00008793_85880_87900.wav,好你可以吃了,你,你好你可以吃了,You can eat.
wsc_train_audio_text.tsv.gz,cq00019018_3730_13720,cq00019018_3730_13720.wav,那个肉安逸啊好多一斤嘛十多块钱斤只有火百个那两天都是我还以为整了一块排骨你在整哪样嘛你想啷个吃嘛,那个 你 我,那种肉很好吃啊，一斤才十几块钱，一斤才几十块。那天我买了还以为是一块排骨呢，你买的是什么？你想怎么吃呢？,"The meat was good to eat, ten pieces of silver for a pound, and a pound for ten pieces. When I bought it, I thought it was a piece of bone. What did you buy? What would you eat?"
wsc_train_audio_text.tsv.gz,cq00018933_152660_156750,cq00018933_152660_156750.wav,在同学里头啊这个是千家万家一是争相斗的艳,这个 同学,在同学里面这都是争先恐后地比美,"In the classroom, it's more of a struggle for beauty than it is for fear."
wsc_train_audio_text.tsv.gz,cq00014676_30000_38330,cq00014676_30000_38330.wav,生活要有所为有所爱有所期待房子虽小但是万家灯火终于有长为你而亮未来可期加油,你,生活要有追求，有所热爱，有所期待。房子虽然不大，但愿每一盏灯都为你而亮。未来的日子充满希望，继续努力吧。,"Let your life be a pursuit, a love, a hope. Even if the house is small, let every lamp shine for you. Let the future be full of hope. Keep working hard."
wsc_train_audio_text.tsv.gz,cq00005563_28980_39390,cq00005563_28980_39390.wav,女儿从你的全世界路过据说炒小月月张一白都到这家店来吃了风犬少年的天空取景碧,女儿 你,女儿从你的全世界路过说这里炒饭很好吃，张一白导演也来这里吃过饭。《风犬少年的天空》在这里取过景。,"My daughter has traveled all over the world saying that the food here is good, and the director Zhang Yiwei came here to eat."
wsc_train_audio_text.tsv.gz,cq00011659_56020_60850,cq00011659_56020_60850.wav,除了第一个还是很香那样好吃也脆而且很嫩不咋那个黄瓜丝配一点呢啊,那个,除了第一个还是很好吃，又脆又嫩，不像其他的黄瓜丝，放点什么调料比较好呢？,"What is better than the first one, which is delicious, crisp and tender, and not like the other cucumbers?"
wsc_train_audio_text.tsv.gz,cq00001462_53220_55800,cq00001462_53220_55800.wav,他替我对的不是很怕哈但是那种自己不伤人,自己 我 他,他替我做得不是特别害怕，但是一般不会伤害别人。,"He didn't do anything for me out of particular fear, but he usually wouldn't hurt anyone else."
wsc_train_audio_text.tsv.gz,cq00019149_108470_122230,cq00019149_108470_122230.wav,水烧开之后我们就把火关掉然后把兔头放下去因为啥兔头不容易熟先放然后再把那个兔肉慢慢儿的放上去你这个时候不要开火,那个 这个 我们 你,水开了以后我们把火关掉，然后把兔头放下去。因为兔头不容易熟，所以先放。然后再把兔肉慢慢放上去，你现在不要开火。,"When the water is gone, we put out the fire and put the pot down. The pot is not ripe, so put it down first. Then put the chicken down slowly. You don't want to start the fire now."
wsc_train_audio_text.tsv.gz,cq00004139_3120_9960,cq00004139_3120_9960.wav,大家好我是大厨蔡光江我今天我就为大家注意到干烧好了油,大家 我,大家好，我是大厨蔡光江，今天我就为大家做一道干烧菜，注意一下油就好了。,"Hello, I'm a chef from Guangzhou, and today I'll make you a steak, and look at the oil."
wsc_train_audio_text.tsv.gz,cq00005702_193640_198050,cq00005702_193640_198050.wav,休息哈哎呀你慢点儿莫我串串的哎呀,你 我,休息一下啊，你慢点哦，不然我会走散的啊。,"Rest up, slow down, or I'll get lost."
wsc_train_audio_text.tsv.gz,cq00009678_113500_117410,cq00009678_113500_117410.wav,这个车对我们来说的话就是叫渣非常的渣渣,这个 我们,这辆车对于我们来说真是太差了，非常不好。,"This car is too bad for us, very bad."
wsc_train_audio_text.tsv.gz,cq00005726_218200_227090,cq00005726_218200_227090.wav,还有把柄在我手头上他不帮忙哦我是说的你三个嗯帮二哥蛮紧张,哥 你 我 他,还有把柄在我手上，他就不帮我忙，我说的是你们三个啊，帮二哥挺紧张的。,"And he did not help me with the handle in my hand, but I said, You three, help the two brothers."
wsc_train_audio_text.tsv.gz,cq00003221_11630_41630,cq00003221_11630_41630.wav,风靡海外的最牛国货一家手机占据印度高端市场前三此处应该有掌声哈大体新街上手真的不错轻薄不吃力颜色大气好看一百二十赫兹的高刷屏六十五万闪充充电超级快怪不得恁个多加油站排队抢哦还可以得现抽溜蛋机酱铺的独特有大气还死不活的弯普老师原始子弹现场真的人挤人不晓得你以为是来赶场你以为谁还敢唱,老师 你,风靡海外的最火国产手机，一家公司的手机占据了印度高端市场的前三名，这里应该有掌声吧。大致来说，新街牌的手机真的不错，手感很好，轻薄不费劲，颜色大气又好看。有一百二十赫兹的高刷新率屏幕，六十多万毫安的快速充电，充电超级快，难怪那么多加油站排队抢呢。还可以直接抽溜蛋机，酱铺的独特设计很有气势，还有那种不死活的弯曲。普老师的原始子弹现场真是人挤人，不知道你是来看热闹的，还以为是来赶集的，你以为谁还敢唱歌呢。,"The most popular mobile phones from overseas, from a company that occupies the top three in the Indian high-end market, should be applauded here."
wsc_train_audio_text.tsv.gz,cq00010075_120050_145820,cq00010075_120050_145820.wav,报警报警是吧其实我曾经也欠了不少钱我不知道我跟你们聊过没有一开始明明上是我一个人自己做后来呢我姐夫侯尔齐伟我们是合伙但是一直坚持到一八年的时候呢我们就删了以后呢其实我们就什么都没有了他们呢选择了净身出户一人开了台车因为当时剩下的所有车呢都是我找家里面人借的钱的当时算了一下所有车加起来好像是好像是,姐夫 自己 他们 我们 个人 你们 我,报警报警是对的吧，其实我以前也欠了不少钱。不知道我和你们聊过没有，一开始明明是我一个人在做，后来我姐夫侯尔齐伟我们一起合伙，但是坚持到了2018年的时候我们就散伙了。之后其实我们就没有什么了，他们选择了净身出户，各自开了一辆车。因为当时剩下的所有车都是我向家里人借的钱的，当时算下来所有的车加起来好像有……,"I don't know if I've talked to you or not, at first it was clear that I did it alone, and then my sister-in-law, Huerzewi, and I got together, but we broke up in 2018."
wsc_train_audio_text.tsv.gz,cq00005043_8310_33180,cq00005043_8310_33180.wav,烧哈那家王宝器麻椒鱼恁个大一桌才八十八还包含锅底油饼每天活鱼现捞新鲜看得见锅底都是现点现炒吃的放心青花椒野山椒秘制酱料加上浓厚的高汤又立下来麻辣鲜香的味道扑面而来梅蛙肥不肥先看蛙腿腿你看那个美蛙健壮的大腿哦全是肌肉吃了不得瘦死道理了不得瘦死有道理,那个 宝器 你,这家王宝器麻椒鱼一桌才八十八块，还包含了锅底和油饼。他们每天用活鱼现捞，保证新鲜，锅底也是现点现炒，吃起来很放心。青花椒、野山椒和秘制酱料再加上浓郁的高汤，味道麻辣鲜香，香气扑鼻。美蛙肥不肥，先看蛙腿，你看那个美蛙大腿健壮，全是肌肉，吃了不会瘦死，因为有道理。,The king's treasure trove contained eighty-eight pieces of mashed fish on a table and contained mashed potatoes and oatmeal. They used live fish every day to ensure that they were fresh and ready to eat.
wsc_train_audio_text.tsv.gz,cq00005907_162690_164720,cq00005907_162690_164720.wav,我那电脑不放开啊你这老师,老师 你 我,我的电脑开不了，你是老师啊？,"My computer doesn't work, are you a teacher?"
wsc_train_audio_text.tsv.gz,cq00010024_56630_78600,cq00010024_56630_78600.wav,考虑到各方面的安全原因我建议大家试车的时候也是我们规定的不能超过四十迈当然你要感觉这一小会儿试不出效果的话我说了可以到外面去直接开两天用两天再好好感受一下要不然说实话你四个车也能试出什么效果对不对然后这边的话就全部都是卖了之后交车区域都在这边卖完之后的车就停在这边了了,大家 我们 你 我,考虑到各方面安全的原因，我建议大家在试车时最好不要超过四十公里每小时的速度。当然，如果你觉得短时间内试不出来效果的话，也可以在外面直接开两天，使用两天后再好好感受一下。不然说实在的，四个车也试不出什么效果，对吧？这边的话，就是卖完车后交车的地方就在那边，卖完的车就停在这里了。,"For safety reasons, I recommend that you do not test your car at more than 40 km/h. Of course, if you think you can't test it in a short period of time, you can go outside for two days and feel better after two days."
wsc_train_audio_text.tsv.gz,cq00008088_85720_111560,cq00008088_85720_111560.wav,本来我就是喜欢吃鸡那种但是一只好鸡啊真的不是很好找像它那个刨根鸡啊地道又正宗你看中午那阵都有三四桌人在里面做起老板说的都是会有很他的理由我特别认可就是做生意也不能只住一回必须用品质去征服食客你看嘛四个人这么大一朵这安安逸逸的一哈才花一百三十九块钱下回丢了,老板 那个 个人 你 它 我 他,本来我就喜欢吃鸡肉的那种，但是好鸡肉真的不好找。比如那个刨根鸡，地道又正宗，你看中午的时候那里都有三四桌人在里面吃。老板说得也有他自己的道理，我觉得他说得很有道理，做生意不能只靠一时的热闹，必须用质量来赢得顾客。你看，四个大人点了这么一大份，吃得慢悠悠的，才花了139块。下次再来肯定还要点这个。,"I really like chicken, but good chicken is really bad to find. For example, the roots of the chicken are genuine, and you see three or four people at the table at noon. The owner says that he has his own reasons, and I think he said that it makes sense that business can't just rely on a hot pot, it has to be with quality to win customers."
wsc_train_audio_text.tsv.gz,cq00005564_73800_77480,cq00005564_73800_77480.wav,你买的最好的面是啥子哦万炸面万杂哈哈,你,你买的最好吃的面条是什么啊？拌炸酱面哈哈,What's the best bread you've ever eaten?
